product_id,city,own_elast,own_sd,promo_elast,low_confidence
560813,Others,-0.9291,0.7656,0.0,True
560813,Pune,-0.9291,0.7656,0.0,True
562839,Ahmedabad,-0.9872,0.7962,0.0,True
562839,Bangalore,-0.9872,0.7962,0.0,True
562839,Chennai,-0.9872,0.7962,0.0,True
562839,Delhi-NCR,-0.9872,0.7962,0.0,True
562839,Hyderabad,-0.9872,0.7962,0.0,True
562839,Kolkata,-0.9872,0.7962,0.0,True
562839,Lucknow,-0.9872,0.7962,0.0,True
562839,Mumbai,-0.9872,0.7962,0.0,True
562839,Others,-0.9872,0.7962,0.0,True
562839,Pune,-0.9872,0.7962,0.0,True
563058,Ahmedabad,-0.9872,0.7962,0.0,True
563058,Bangalore,-0.9872,0.7962,0.0,True
563058,Chennai,-0.9872,0.7962,0.0,True
563058,Delhi-NCR,-0.9872,0.7962,0.0,True
563058,Hyderabad,-0.9872,0.7962,0.0,True
563058,Kolkata,-0.9872,0.7962,0.0,True
563058,Lucknow,-0.9872,0.7962,0.0,True
563058,Mumbai,-0.9872,0.7962,0.0,True
563058,Others,-0.9872,0.7962,0.0,True
563058,Pune,-0.9872,0.7962,0.0,True
563069,Ahmedabad,-0.9872,0.7962,0.0,True
563069,Bangalore,-0.9872,0.7962,0.0,True
563069,Chennai,-0.9872,0.7962,0.0,True
563069,Delhi-NCR,-0.9872,0.7962,0.0,True
563069,Hyderabad,-0.9872,0.7962,0.0,True
563069,Kolkata,-0.9872,0.7962,0.0,True
563069,Lucknow,-0.9872,0.7962,0.0,True
563069,Mumbai,-0.9872,0.7962,0.0,True
563069,Others,-0.9872,0.7962,0.0,True
563069,Pune,-0.9872,0.7962,0.0,True
566324,Ahmedabad,-0.9911,0.8,0.0,True
566324,Bangalore,-0.9911,0.8,0.0,True
566324,Chennai,-0.9911,0.8,0.0,True
566324,Delhi-NCR,-0.9911,0.8,0.0,True
566324,Hyderabad,-0.9911,0.8,0.0,True
566324,Kolkata,-0.9911,0.8,0.0,True
566324,Lucknow,-0.9911,0.8,0.0,True
566324,Mumbai,-0.9911,0.8,0.0,True
566324,Others,-0.9911,0.8,0.0,True
